Transaction_ID,Order_Date,Region,Category,Quantity,Unit_Price,Shipping_Cost
TXN-102455,13/04/2025 07:00,North,Office Supplies,9,402.99,42.59
TXN-102456,13/04/2025 08:00,East,Industrial Machinery,13,412.54,32.87
TXN-102457,13/04/2025 09:00,East,Industrial Machinery,12,109.25,38.69
TXN-102458,13/04/2025 10:00,North,Industrial Machinery,11,34.44,28.52
TXN-102459,13/04/2025 11:00,South,Office Supplies,12,148.2,32.83
TXN-102460,13/04/2025 12:00,West,Industrial Machinery,18,317.83,22.76
TXN-102461,13/04/2025 13:00,South,Office Supplies,12,428.76,40.63
TXN-102462,13/04/2025 14:00,East,Home Appliances,16,48.97,26.07
TXN-102463,13/04/2025 15:00,South,Electronics,5,27.88,35.61
TXN-102464,13/04/2025 16:00,North,Electronics,12,399.66,32.96
TXN-102465,13/04/2025 17:00,East,Office Supplies,11,340.57,36.6
TXN-102466,13/04/2025 18:00,West,Home Appliances,9,446.63,40.33
TXN-102467,13/04/2025 19:00,North,Office Supplies,18,187.91,28.07
TXN-102468,13/04/2025 20:00,North,Home Appliances,3,196.27,41.59
TXN-102469,13/04/2025 21:00,West,Industrial Machinery,17,90.37,27.38
TXN-102470,13/04/2025 22:00,West,Home Appliances,14,65.84,48.05
TXN-102471,13/04/2025 23:00,South,Home Appliances,1,266.95,38.87
TXN-102472,14/04/2025 00:00,East,Home Appliances,17,173.78,12.7
TXN-102473,14/04/2025 01:00,West,Electronics,8,50.4,42.33
TXN-102474,14/04/2025 02:00,West,Home Appliances,5,400.9,29.82
TXN-102475,14/04/2025 03:00,East,Industrial Machinery,5,101.69,49.3
TXN-102476,14/04/2025 04:00,West,Industrial Machinery,9,340.76,37.35
TXN-102477,14/04/2025 05:00,West,Industrial Machinery,3,138.13,8.8
TXN-102478,14/04/2025 06:00,South,Home Appliances,19,368.71,22.77
TXN-102479,14/04/2025 07:00,North,Office Supplies,9,66.94,28.28
TXN-102480,14/04/2025 08:00,North,Office Supplies,18,344.01,42.76
TXN-102481,14/04/2025 09:00,North,Industrial Machinery,16,58.13,37.82
TXN-102482,14/04/2025 10:00,North,Electronics,1,209.68,21.62
TXN-102483,14/04/2025 11:00,West,Office Supplies,2,334.42,34.4
TXN-102484,14/04/2025 12:00,East,Home Appliances,14,90.76,30.96
TXN-102485,14/04/2025 13:00,East,Office Supplies,14,139.62,10.67
TXN-102486,14/04/2025 14:00,South,Industrial Machinery,1,391.24,15.57
TXN-102487,14/04/2025 15:00,South,Electronics,16,400.08,20.35
TXN-102488,14/04/2025 16:00,West,Office Supplies,15,35.02,13.8
TXN-102489,14/04/2025 17:00,East,Office Supplies,15,88.54,11.76
TXN-102490,14/04/2025 18:00,East,Industrial Machinery,12,66.54,7.62
TXN-102491,14/04/2025 19:00,North,Electronics,16,93.58,44.29
TXN-102492,14/04/2025 20:00,West,Electronics,14,437.05,18
TXN-102493,14/04/2025 21:00,West,Industrial Machinery,15,255.19,18.06
TXN-102494,14/04/2025 22:00,North,Home Appliances,15,218.89,14.28
TXN-102495,14/04/2025 23:00,West,Office Supplies,19,443.25,26.39
TXN-102496,15/04/2025 00:00,West,Home Appliances,8,257.5,28.14
TXN-102497,15/04/2025 01:00,South,Office Supplies,2,302.76,14.37
TXN-102498,15/04/2025 02:00,East,Office Supplies,2,160.09,32.39
TXN-102499,15/04/2025 03:00,West,Home Appliances,10,181.53,37.53
TXN-102500,15/04/2025 04:00,South,Industrial Machinery,3,273.77,21.82
TXN-102501,15/04/2025 05:00,East,Industrial Machinery,17,45.82,31.35
TXN-102502,15/04/2025 06:00,North,Office Supplies,8,126.68,27.6
TXN-102503,15/04/2025 07:00,South,Industrial Machinery,4,101.01,13.8
TXN-102504,15/04/2025 08:00,South,Office Supplies,14,22.41,37.85
TXN-102505,15/04/2025 09:00,East,Industrial Machinery,10,248.78,41.07
TXN-102506,15/04/2025 10:00,North,Office Supplies,1,259.28,34.2
TXN-102507,15/04/2025 11:00,South,Industrial Machinery,4,182.32,19.58
TXN-102508,15/04/2025 12:00,West,Electronics,1,132.26,46.71
TXN-102509,15/04/2025 13:00,West,Home Appliances,17,298.82,25.49
TXN-102510,15/04/2025 14:00,West,Electronics,17,74.01,16.96
TXN-102511,15/04/2025 15:00,North,Home Appliances,7,240.84,23.37
TXN-102512,15/04/2025 16:00,South,Home Appliances,15,349.23,36.14
TXN-102513,15/04/2025 17:00,West,Office Supplies,13,86.89,43.07
TXN-102514,15/04/2025 18:00,North,Home Appliances,2,342.79,21.05
TXN-102515,15/04/2025 19:00,West,Electronics,19,346.07,15.47
TXN-102516,15/04/2025 20:00,East,Electronics,13,41.54,33.19
TXN-102517,15/04/2025 21:00,South,Industrial Machinery,11,23.66,46.45
TXN-102518,15/04/2025 22:00,South,Electronics,15,438.67,13.25
TXN-102519,15/04/2025 23:00,North,Industrial Machinery,10,99.52,41.14
TXN-102520,16/04/2025 00:00,North,Home Appliances,9,372.72,26.45
TXN-102521,16/04/2025 01:00,South,Electronics,9,259.62,40.98
TXN-102522,16/04/2025 02:00,West,Home Appliances,1,130.41,27.75
TXN-102523,16/04/2025 03:00,West,Electronics,17,71.97,21.98
TXN-102524,16/04/2025 04:00,East,Electronics,12,231.31,36.35
TXN-102525,16/04/2025 05:00,West,Industrial Machinery,10,192.5,45.53
TXN-102526,16/04/2025 06:00,North,Home Appliances,5,319.17,19.41
TXN-102527,16/04/2025 07:00,North,Electronics,18,408.36,25.73
TXN-102528,16/04/2025 08:00,West,Office Supplies,15,365.38,15.32
TXN-102529,16/04/2025 09:00,North,Home Appliances,6,134.75,13.25
TXN-102530,16/04/2025 10:00,South,Home Appliances,7,397.4,40.01
TXN-102531,16/04/2025 11:00,South,Home Appliances,17,377.61,14.03
TXN-102532,16/04/2025 12:00,West,Industrial Machinery,6,419.21,40.7
TXN-102533,16/04/2025 13:00,South,Office Supplies,8,214.79,24.31
TXN-102534,16/04/2025 14:00,South,Home Appliances,12,349.45,49.78
TXN-102535,16/04/2025 15:00,East,Electronics,14,272.58,13.88
TXN-102536,16/04/2025 16:00,East,Electronics,12,150.41,9.18
TXN-102537,16/04/2025 17:00,South,Industrial Machinery,10,447.58,8.39
TXN-102538,16/04/2025 18:00,West,Electronics,15,32.14,42.59
TXN-102539,16/04/2025 19:00,East,Home Appliances,7,86.01,24.7
TXN-102540,16/04/2025 20:00,North,Electronics,9,403.31,5.14
TXN-102541,16/04/2025 21:00,North,Home Appliances,10,41.81,44.36
TXN-102542,16/04/2025 22:00,North,Electronics,10,400.82,44.46
TXN-102543,16/04/2025 23:00,West,Office Supplies,16,326.26,41.29
TXN-102544,17/04/2025 00:00,South,Industrial Machinery,7,31.44,16.17
TXN-102545,17/04/2025 01:00,North,Industrial Machinery,5,202.04,21.77
TXN-102546,17/04/2025 02:00,West,Office Supplies,3,343.32,38.52
TXN-102547,17/04/2025 03:00,East,Office Supplies,18,268.86,27.02
TXN-102548,17/04/2025 04:00,South,Industrial Machinery,11,422.14,11.92
TXN-102549,17/04/2025 05:00,East,Office Supplies,15,392.49,15.93
TXN-102550,17/04/2025 06:00,West,Home Appliances,5,160.04,48.77
TXN-102551,17/04/2025 07:00,North,Electronics,12,52.27,11.8
TXN-102552,17/04/2025 08:00,North,Industrial Machinery,4,425.78,37.67
TXN-102553,17/04/2025 09:00,West,Office Supplies,15,240.26,26.51
TXN-102554,17/04/2025 10:00,North,Home Appliances,9,47.83,38.69
TXN-102555,17/04/2025 11:00,South,Industrial Machinery,7,370.3,34.75
TXN-102556,17/04/2025 12:00,West,Office Supplies,10,392.87,24.76
TXN-102557,17/04/2025 13:00,East,Industrial Machinery,13,293.33,20.93
TXN-102558,17/04/2025 14:00,West,Office Supplies,8,209.94,38.95
TXN-102559,17/04/2025 15:00,South,Industrial Machinery,12,303.21,19.54
TXN-102560,17/04/2025 16:00,South,Home Appliances,19,322.55,40.45
TXN-102561,17/04/2025 17:00,West,Home Appliances,1,403.52,35.59
TXN-102562,17/04/2025 18:00,West,Electronics,16,430.82,31
TXN-102563,17/04/2025 19:00,North,Industrial Machinery,17,238.97,21.6
TXN-102564,17/04/2025 20:00,South,Electronics,18,362.45,14.23
TXN-102565,17/04/2025 21:00,West,Industrial Machinery,11,434.58,36.97
TXN-102566,17/04/2025 22:00,West,Office Supplies,18,81.22,9.11
TXN-102567,17/04/2025 23:00,South,Office Supplies,7,23.44,48.67
TXN-102568,18/04/2025 00:00,West,Electronics,18,393.06,49.04
TXN-102569,18/04/2025 01:00,North,Industrial Machinery,8,100.35,10.86
TXN-102570,18/04/2025 02:00,South,Electronics,6,33.96,9.68
TXN-102571,18/04/2025 03:00,North,Home Appliances,7,85.06,23.57
TXN-102572,18/04/2025 04:00,North,Electronics,10,182.4,48.37
TXN-102573,18/04/2025 05:00,North,Electronics,11,110.77,23.01
TXN-102574,18/04/2025 06:00,North,Office Supplies,13,148.13,21.37
TXN-102575,18/04/2025 07:00,South,Electronics,9,439.27,36.66
TXN-102576,18/04/2025 08:00,North,Industrial Machinery,7,321.56,13.04
TXN-102577,18/04/2025 09:00,North,Office Supplies,9,324.95,21.35
TXN-102578,18/04/2025 10:00,West,Electronics,13,56.64,18.11
TXN-102579,18/04/2025 11:00,South,Home Appliances,3,333.6,32.07
TXN-102580,18/04/2025 12:00,South,Electronics,3,336.75,12.32
TXN-102581,18/04/2025 13:00,East,Electronics,1,302.16,29.69
TXN-102582,18/04/2025 14:00,South,Electronics,2,114.76,43.59
TXN-102583,18/04/2025 15:00,South,Office Supplies,3,199.31,28.14
TXN-102584,18/04/2025 16:00,East,Industrial Machinery,15,383.21,35.76
TXN-102585,18/04/2025 17:00,South,Home Appliances,6,306.7,8.39
TXN-102586,18/04/2025 18:00,South,Electronics,13,333.89,25.21
TXN-102587,18/04/2025 19:00,South,Industrial Machinery,1,270.71,9.27
TXN-102588,18/04/2025 20:00,South,Industrial Machinery,19,210.85,31.98
TXN-102589,18/04/2025 21:00,East,Office Supplies,1,345.31,17.65
TXN-102590,18/04/2025 22:00,South,Home Appliances,2,45.01,17.93
TXN-102591,18/04/2025 23:00,South,Office Supplies,15,307.99,8.45
TXN-102592,19/04/2025 00:00,East,Industrial Machinery,14,448.79,18.96
TXN-102593,19/04/2025 01:00,West,Industrial Machinery,19,354.49,27.8
TXN-102594,19/04/2025 02:00,North,Industrial Machinery,11,141.75,31.31
TXN-102595,19/04/2025 03:00,West,Office Supplies,15,136.21,8
TXN-102596,19/04/2025 04:00,East,Home Appliances,6,305.41,34.32
TXN-102597,19/04/2025 05:00,North,Electronics,9,404.75,27
TXN-102598,19/04/2025 06:00,East,Office Supplies,5,266.62,29.16
TXN-102599,19/04/2025 07:00,East,Industrial Machinery,2,244.66,42.48
TXN-102600,19/04/2025 08:00,South,Office Supplies,6,85.19,20.4
TXN-102601,19/04/2025 09:00,North,Industrial Machinery,18,326.37,12.83
TXN-102602,19/04/2025 10:00,South,Electronics,19,320.65,29.83
TXN-102603,19/04/2025 11:00,North,Electronics,9,435.64,47.53
TXN-102604,19/04/2025 12:00,East,Home Appliances,6,145.93,28.3
TXN-102605,19/04/2025 13:00,East,Industrial Machinery,14,344.18,42.44
TXN-102606,19/04/2025 14:00,West,Home Appliances,13,204.1,39.07
TXN-102607,19/04/2025 15:00,North,Home Appliances,11,258.16,28.32
TXN-102608,19/04/2025 16:00,South,Electronics,12,370.25,34.14
TXN-102609,19/04/2025 17:00,West,Office Supplies,19,111.96,23.3
TXN-102610,19/04/2025 18:00,West,Office Supplies,19,164.48,28.88
TXN-102611,19/04/2025 19:00,West,Home Appliances,19,351.5,27.83
TXN-102612,19/04/2025 20:00,South,Electronics,13,263.36,36.91
TXN-102613,19/04/2025 21:00,West,Industrial Machinery,14,55.66,23.45
TXN-102614,19/04/2025 22:00,South,Office Supplies,18,202.42,9.49
TXN-102615,19/04/2025 23:00,West,Home Appliances,12,270.39,40.49
TXN-102616,20/04/2025 00:00,South,Office Supplies,4,410.69,35.82
TXN-102617,20/04/2025 01:00,East,Office Supplies,10,97.4,47.76
TXN-102618,20/04/2025 02:00,East,Industrial Machinery,17,365.69,24.29
TXN-102619,20/04/2025 03:00,East,Electronics,4,72.26,8.52
TXN-102620,20/04/2025 04:00,East,Industrial Machinery,12,120.75,10.47
TXN-102621,20/04/2025 05:00,East,Electronics,13,121.23,39.8
TXN-102622,20/04/2025 06:00,West,Office Supplies,4,396.76,8.05
TXN-102623,20/04/2025 07:00,West,Home Appliances,10,101.97,45.85
TXN-102624,20/04/2025 08:00,West,Industrial Machinery,3,357.43,17.67
TXN-102625,20/04/2025 09:00,South,Electronics,15,216.15,45.45
TXN-102626,20/04/2025 10:00,South,Office Supplies,2,449.6,39.81
TXN-102627,20/04/2025 11:00,South,Electronics,17,380.09,44.2
TXN-102628,20/04/2025 12:00,South,Electronics,6,336.9,14.63
TXN-102629,20/04/2025 13:00,East,Electronics,8,393.83,31.81
TXN-102630,20/04/2025 14:00,East,Office Supplies,3,290.99,9.21
TXN-102631,20/04/2025 15:00,East,Home Appliances,18,382.07,14.1
TXN-102632,20/04/2025 16:00,North,Home Appliances,1,128.96,18.95
TXN-102633,20/04/2025 17:00,West,Home Appliances,16,57.95,38.34
TXN-102634,20/04/2025 18:00,South,Electronics,7,283.12,6.11
TXN-102635,20/04/2025 19:00,South,Office Supplies,3,204.37,45.64
TXN-102636,20/04/2025 20:00,East,Electronics,4,200.79,8.19
TXN-102637,20/04/2025 21:00,South,Home Appliances,9,244.37,21.94
TXN-102638,20/04/2025 22:00,South,Home Appliances,5,172.52,8.65
TXN-102639,20/04/2025 23:00,West,Office Supplies,19,287.52,39.6
TXN-102640,21/04/2025 00:00,East,Electronics,15,28.78,11.36
TXN-102641,21/04/2025 01:00,West,Industrial Machinery,8,436.92,44.81
TXN-102642,21/04/2025 02:00,North,Industrial Machinery,6,417.29,28.86
TXN-102643,21/04/2025 03:00,North,Home Appliances,18,421.87,47.68
TXN-102644,21/04/2025 04:00,North,Office Supplies,19,174.09,18.07
TXN-102645,21/04/2025 05:00,East,Electronics,15,246.61,25.44
TXN-102646,21/04/2025 06:00,South,Electronics,7,430.07,36.24
TXN-102647,21/04/2025 07:00,East,Home Appliances,10,407.57,42.44
TXN-102648,21/04/2025 08:00,East,Home Appliances,6,358.86,23.96
TXN-102649,21/04/2025 09:00,South,Electronics,14,192.49,45.16
TXN-102650,21/04/2025 10:00,West,Electronics,17,260.71,10.31
TXN-102651,21/04/2025 11:00,North,Home Appliances,9,360.02,36.89
TXN-102652,21/04/2025 12:00,West,Electronics,19,134.12,20.67
TXN-102653,21/04/2025 13:00,North,Industrial Machinery,5,287.69,9.56
TXN-102654,21/04/2025 14:00,East,Home Appliances,7,375.24,22.4
TXN-102655,21/04/2025 15:00,North,Electronics,19,322.89,44.61
TXN-102656,21/04/2025 16:00,East,Home Appliances,7,223.83,49.12
TXN-102657,21/04/2025 17:00,West,Office Supplies,2,269.51,22.68
TXN-102658,21/04/2025 18:00,East,Home Appliances,16,445.08,44.89
TXN-102659,21/04/2025 19:00,West,Home Appliances,13,277.06,27.93
TXN-102660,21/04/2025 20:00,South,Office Supplies,8,356.85,37.27
TXN-102661,21/04/2025 21:00,South,Industrial Machinery,6,331.21,7.04
TXN-102662,21/04/2025 22:00,South,Electronics,6,320.3,30.08
TXN-102663,21/04/2025 23:00,East,Office Supplies,9,326.76,8.16
TXN-102664,22/04/2025 00:00,South,Home Appliances,4,212.94,17.09
TXN-102665,22/04/2025 01:00,North,Electronics,11,221.52,30.51
TXN-102666,22/04/2025 02:00,West,Office Supplies,5,218.79,41.32
TXN-102667,22/04/2025 03:00,West,Electronics,17,29.95,30.24
TXN-102668,22/04/2025 04:00,North,Electronics,7,120.24,47.13
TXN-102669,22/04/2025 05:00,East,Office Supplies,15,82.66,41.46
TXN-102670,22/04/2025 06:00,East,Electronics,15,400.66,12.03
TXN-102671,22/04/2025 07:00,West,Industrial Machinery,14,134.97,22.5
TXN-102672,22/04/2025 08:00,South,Office Supplies,13,75.65,35.08
TXN-102673,22/04/2025 09:00,East,Industrial Machinery,11,67.54,47.23
TXN-102674,22/04/2025 10:00,East,Home Appliances,13,319.65,49.45
TXN-102675,22/04/2025 11:00,North,Electronics,9,18.14,39.34
TXN-102676,22/04/2025 12:00,North,Home Appliances,10,220.28,30.82
TXN-102677,22/04/2025 13:00,South,Home Appliances,4,67.15,39.05
TXN-102678,22/04/2025 14:00,East,Electronics,17,384.68,17.3
TXN-102679,22/04/2025 15:00,East,Office Supplies,14,431.95,17.76
TXN-102680,22/04/2025 16:00,North,Electronics,18,432.08,34.45
TXN-102681,22/04/2025 17:00,East,Home Appliances,11,207.53,44.23
TXN-102682,22/04/2025 18:00,West,Home Appliances,16,295.54,48.64
TXN-102683,22/04/2025 19:00,North,Office Supplies,1,276.07,20.36
TXN-102684,22/04/2025 20:00,South,Electronics,7,167.59,40.84
TXN-102685,22/04/2025 21:00,North,Home Appliances,10,208.45,43.32
TXN-102686,22/04/2025 22:00,East,Industrial Machinery,9,43.45,33.04
TXN-102687,22/04/2025 23:00,South,Home Appliances,3,361.23,20.64
TXN-102688,23/04/2025 00:00,North,Home Appliances,14,120.13,32.86
TXN-102689,23/04/2025 01:00,West,Office Supplies,15,215.6,31.3
TXN-102690,23/04/2025 02:00,West,Industrial Machinery,2,224.33,32.29
TXN-102691,23/04/2025 03:00,North,Home Appliances,14,259.13,32.87
TXN-102692,23/04/2025 04:00,West,Home Appliances,16,370.87,43.12
TXN-102693,23/04/2025 05:00,West,Industrial Machinery,7,316.12,12.65
TXN-102694,23/04/2025 06:00,West,Electronics,4,303.6,21.53
TXN-102695,23/04/2025 07:00,South,Electronics,18,244.37,31.37
TXN-102696,23/04/2025 08:00,West,Home Appliances,5,57.19,17.75
TXN-102697,23/04/2025 09:00,West,Home Appliances,6,190.17,49.02
TXN-102698,23/04/2025 10:00,West,Electronics,7,431.45,16.84
TXN-102699,23/04/2025 11:00,South,Office Supplies,15,448.07,26.13
TXN-102700,23/04/2025 12:00,North,Industrial Machinery,1,332.9,44.48
TXN-102701,23/04/2025 13:00,East,Industrial Machinery,4,114.36,8.6
TXN-102702,23/04/2025 14:00,West,Office Supplies,1,59.77,41.93
TXN-102703,23/04/2025 15:00,North,Office Supplies,11,195.72,30.7
TXN-102704,23/04/2025 16:00,West,Office Supplies,18,387.68,6.43
TXN-102705,23/04/2025 17:00,South,Office Supplies,14,329.15,45.63
TXN-102706,23/04/2025 18:00,North,Office Supplies,11,399.55,6.76
TXN-102707,23/04/2025 19:00,South,Office Supplies,10,283.05,28.18
TXN-102708,23/04/2025 20:00,West,Industrial Machinery,17,72.13,7.21
TXN-102709,23/04/2025 21:00,West,Office Supplies,4,65.38,8.2
TXN-102710,23/04/2025 22:00,South,Electronics,15,36.36,44.92
TXN-102711,23/04/2025 23:00,East,Office Supplies,16,261.9,39.46
TXN-102712,24/04/2025 00:00,South,Office Supplies,13,121.03,13.86
TXN-102713,24/04/2025 01:00,West,Industrial Machinery,9,334.59,32.92
TXN-102714,24/04/2025 02:00,South,Industrial Machinery,11,313.68,40.76
TXN-102715,24/04/2025 03:00,East,Office Supplies,11,153.72,45.03
TXN-102716,24/04/2025 04:00,South,Industrial Machinery,6,92.32,26.07
TXN-102717,24/04/2025 05:00,East,Home Appliances,1,59.99,45.39
TXN-102718,24/04/2025 06:00,East,Industrial Machinery,6,335.86,27.85
TXN-102719,24/04/2025 07:00,South,Industrial Machinery,13,211.22,35.97
TXN-102720,24/04/2025 08:00,South,Industrial Machinery,5,156.07,49.06
TXN-102721,24/04/2025 09:00,North,Industrial Machinery,15,387.72,15.62
TXN-102722,24/04/2025 10:00,West,Electronics,18,273.42,12.58
TXN-102723,24/04/2025 11:00,East,Electronics,14,240.57,20.39
TXN-102724,24/04/2025 12:00,North,Electronics,15,338.5,12.4
TXN-102725,24/04/2025 13:00,South,Office Supplies,5,369.87,17.79
TXN-102726,24/04/2025 14:00,West,Office Supplies,4,313.6,38.43
TXN-102727,24/04/2025 15:00,North,Home Appliances,2,206.68,26.49
TXN-102728,24/04/2025 16:00,East,Electronics,7,180.31,21.88
TXN-102729,24/04/2025 17:00,North,Office Supplies,10,350.79,21.59
TXN-102730,24/04/2025 18:00,East,Industrial Machinery,16,240.53,13.75
TXN-102731,24/04/2025 19:00,South,Industrial Machinery,10,321.56,25.13
TXN-102732,24/04/2025 20:00,West,Electronics,18,402.38,33.11
TXN-102733,24/04/2025 21:00,West,Home Appliances,17,413.45,11.26
TXN-102734,24/04/2025 22:00,West,Home Appliances,13,136.17,48.78
TXN-102735,24/04/2025 23:00,South,Industrial Machinery,1,97.14,24.95
TXN-102736,25/04/2025 00:00,East,Home Appliances,1,129.03,47.66
TXN-102737,25/04/2025 01:00,South,Electronics,15,341.97,11.06
TXN-102738,25/04/2025 02:00,West,Industrial Machinery,1,176.29,39.52
TXN-102739,25/04/2025 03:00,South,Office Supplies,6,90.84,32.79
TXN-102740,25/04/2025 04:00,South,Office Supplies,13,58.25,41.9
TXN-102741,25/04/2025 05:00,South,Home Appliances,1,157.72,32.03
TXN-102742,25/04/2025 06:00,East,Industrial Machinery,5,74.65,48.33
TXN-102743,25/04/2025 07:00,North,Industrial Machinery,9,83.44,33.21
TXN-102744,25/04/2025 08:00,North,Office Supplies,17,312.65,40.31
TXN-102745,25/04/2025 09:00,South,Industrial Machinery,16,24.07,44.49
TXN-102746,25/04/2025 10:00,North,Industrial Machinery,8,66.58,37.16
TXN-102747,25/04/2025 11:00,North,Industrial Machinery,17,382.38,28.59
TXN-102748,25/04/2025 12:00,South,Home Appliances,15,382.62,17.28
TXN-102749,25/04/2025 13:00,South,Industrial Machinery,1,158.56,43.45
TXN-102750,25/04/2025 14:00,West,Electronics,12,53.72,26.63
TXN-102751,25/04/2025 15:00,North,Home Appliances,5,321.81,32.93
TXN-102752,25/04/2025 16:00,East,Industrial Machinery,6,171.98,8.57
TXN-102753,25/04/2025 17:00,South,Industrial Machinery,1,35.25,27.38
TXN-102754,25/04/2025 18:00,West,Electronics,1,84.08,36.42
TXN-102755,25/04/2025 19:00,East,Home Appliances,10,75.12,31.28
TXN-102756,25/04/2025 20:00,North,Office Supplies,10,271.47,25.18
TXN-102757,25/04/2025 21:00,West,Office Supplies,3,405.73,15.05
TXN-102758,25/04/2025 22:00,South,Home Appliances,17,360.09,18.94
TXN-102759,25/04/2025 23:00,East,Industrial Machinery,19,252.96,36.53
TXN-102760,26/04/2025 00:00,South,Industrial Machinery,11,198.93,15.09
TXN-102761,26/04/2025 01:00,North,Office Supplies,18,284.32,32.98
TXN-102762,26/04/2025 02:00,East,Office Supplies,2,208.34,31.54
TXN-102763,26/04/2025 03:00,North,Office Supplies,9,122.43,48.67
TXN-102764,26/04/2025 04:00,North,Electronics,17,310.61,7.74
TXN-102765,26/04/2025 05:00,West,Office Supplies,14,394.92,9.87
TXN-102766,26/04/2025 06:00,South,Electronics,4,177.51,27.77
TXN-102767,26/04/2025 07:00,East,Home Appliances,17,381.15,28.72
TXN-102768,26/04/2025 08:00,North,Industrial Machinery,17,202.81,6.8
TXN-102769,26/04/2025 09:00,North,Office Supplies,12,189.88,42.16
TXN-102770,26/04/2025 10:00,East,Industrial Machinery,18,27.81,27.26
TXN-102771,26/04/2025 11:00,North,Industrial Machinery,3,317.6,20.6
TXN-102772,26/04/2025 12:00,West,Office Supplies,11,366.36,19.35
TXN-102773,26/04/2025 13:00,West,Office Supplies,18,303.82,43.76
TXN-102774,26/04/2025 14:00,West,Home Appliances,4,81.27,13.85
TXN-102775,26/04/2025 15:00,West,Electronics,17,60.38,12.22
TXN-102776,26/04/2025 16:00,North,Electronics,18,264.41,14.59
TXN-102777,26/04/2025 17:00,East,Industrial Machinery,5,189.96,33.13
TXN-102778,26/04/2025 18:00,East,Office Supplies,14,201.94,41.49
TXN-102779,26/04/2025 19:00,East,Home Appliances,10,436.01,19.89
TXN-102780,26/04/2025 20:00,East,Home Appliances,15,330.04,12.81
TXN-102781,26/04/2025 21:00,South,Home Appliances,1,194.42,14.41
TXN-102782,26/04/2025 22:00,East,Home Appliances,16,23.8,32.86
TXN-102783,26/04/2025 23:00,South,Home Appliances,11,30.31,16.07
TXN-102784,27/04/2025 00:00,South,Electronics,6,313.05,44.48
TXN-102785,27/04/2025 01:00,West,Electronics,16,379.5,9.68
TXN-102786,27/04/2025 02:00,South,Electronics,2,323,6.46
TXN-102787,27/04/2025 03:00,North,Office Supplies,1,191.86,8.98
TXN-102788,27/04/2025 04:00,South,Industrial Machinery,9,29.03,43.05
TXN-102789,27/04/2025 05:00,West,Home Appliances,12,435.84,34.31
TXN-102790,27/04/2025 06:00,South,Office Supplies,17,444.06,48.1
TXN-102791,27/04/2025 07:00,North,Home Appliances,15,254.2,20.13
TXN-102792,27/04/2025 08:00,North,Electronics,19,46.21,14.57
TXN-102793,27/04/2025 09:00,North,Office Supplies,10,250.55,30.29
TXN-102794,27/04/2025 10:00,West,Electronics,12,403.22,29.2
TXN-102795,27/04/2025 11:00,West,Home Appliances,14,310.95,31.6
TXN-102796,27/04/2025 12:00,East,Home Appliances,9,328.34,20.64
TXN-102797,27/04/2025 13:00,West,Industrial Machinery,13,52.42,5.27
TXN-102798,27/04/2025 14:00,North,Home Appliances,3,61.78,6.58
TXN-102799,27/04/2025 15:00,North,Electronics,14,70.83,34.87
TXN-102800,27/04/2025 16:00,West,Home Appliances,10,408.45,28.55
TXN-102801,27/04/2025 17:00,South,Industrial Machinery,16,243.98,41.95
TXN-102802,27/04/2025 18:00,West,Industrial Machinery,7,359.44,18.52
TXN-102803,27/04/2025 19:00,West,Electronics,4,65.59,41.7
TXN-102804,27/04/2025 20:00,North,Office Supplies,11,418.56,24.15
TXN-102805,27/04/2025 21:00,East,Home Appliances,16,372.29,9.35
TXN-102806,27/04/2025 22:00,North,Industrial Machinery,4,113.16,49.01
TXN-102807,27/04/2025 23:00,East,Home Appliances,17,395.33,28.04
TXN-102808,28/04/2025 00:00,North,Home Appliances,13,129.97,33.33
TXN-102809,28/04/2025 01:00,West,Office Supplies,11,104.72,35.19
TXN-102810,28/04/2025 02:00,North,Industrial Machinery,3,130.31,21.31
TXN-102811,28/04/2025 03:00,North,Home Appliances,9,410.88,38.64
TXN-102812,28/04/2025 04:00,North,Industrial Machinery,6,413.32,44.16
TXN-102813,28/04/2025 05:00,West,Electronics,11,158.45,22.42
TXN-102814,28/04/2025 06:00,West,Electronics,16,322.01,34.57
TXN-102815,28/04/2025 07:00,West,Home Appliances,19,309.11,39.07
TXN-102816,28/04/2025 08:00,West,Industrial Machinery,5,365.95,13.56
TXN-102817,28/04/2025 09:00,East,Home Appliances,14,144.33,19.97
TXN-102818,28/04/2025 10:00,East,Industrial Machinery,17,237.16,9.9
TXN-102819,28/04/2025 11:00,South,Industrial Machinery,3,305.6,32.1
TXN-102820,28/04/2025 12:00,West,Office Supplies,4,26.91,41.04
TXN-102821,28/04/2025 13:00,East,Office Supplies,16,179.19,32.49
TXN-102822,28/04/2025 14:00,North,Office Supplies,16,317.86,13.09
TXN-102823,28/04/2025 15:00,West,Home Appliances,4,125.25,29.59
TXN-102824,28/04/2025 16:00,South,Office Supplies,19,431.62,42.57
TXN-102825,28/04/2025 17:00,South,Office Supplies,17,28.61,18.62
TXN-102826,28/04/2025 18:00,South,Electronics,13,431.79,42.47
TXN-102827,28/04/2025 19:00,North,Industrial Machinery,1,109.68,40.31
TXN-102828,28/04/2025 20:00,East,Industrial Machinery,12,36.71,5.98
TXN-102829,28/04/2025 21:00,North,Office Supplies,4,142.58,15.78
TXN-102830,28/04/2025 22:00,West,Industrial Machinery,11,357.14,29.43
TXN-102831,28/04/2025 23:00,South,Electronics,5,342.44,37.29
